id,country,description,designation,points,price,province,region_1,region_2,variety,winery
93,France,"Eight years is about right for a Madiran to start its mature phase. This wine is just there, a ripe expression of Tannat. It still has tannins and they will remain, but the fruit has lost its raw youth and has become rich with dried fruits and acidity working well together. Drink this wine now and until 2025.",Dou Barringuet,94,40,Southwest France,Madiran,Nouvelle_Aquitaine,Tannat-Cabernet,Ch‚teau de Gayon
94,France,"Produced from old Malbec vines in the second terrace above the River Lot, the wine is darkly concentrated, with solid tannins and generous black fruits. Aging for 12 months has smoothed the square corners to create a wine that is hugely rich and rounded. It has the potential to age and become more opulent. Drink from 2020.",Seigneur de GrÈzette,93,25,Southwest France,Cahors,Occitanie,Malbec-Merlot,Ch‚teau LagrÈzette
95,France,"A structured and still young wine from the estate owned by the Tari family, formerly of Ch‚teau Giscours in Margaux. It is packed with black fruits, spice and dense tannins that are melding together so well. Licorice and wood aging give the wine an extra complex dimension. Drink this from 2019.",,93,36,Provence,Bandol,Provence_Alpes_Cotes_d_Azur,Provence red blend,Domaine de la BÈgude
96,France,"Still young, it has dense tannins, spice from wood aging and a smoky bacon flavor that is still integrating. It will have the right weight and good berry fruits as it ages, giving a sense of presence and grandeur. Drink from 2018.",,91,,Burgundy,Corton,Bourgogne_Franche_Comte,Pinot Noir,L. Tramier & Fils
97,France,"From a small estate, this big, ripe and fruity wine has swathes of black fruits to go with the dark, brooding tannins. Very broad and fruity, the wine is always likely to be structured. Drink from 2017.",,91,25,Bordeaux,Haut-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Devise d'Ardilley
98,France,"White wines are rare in the CÙte de Nuits and this wine is as structured as many reds. It does have strong toast flavors, a juicy citrus character and pear flavors. They go with an apple skin and spice aftertaste, laced with acidity. Drink until 2022.",Les Monts de Boncourt,91,60,Burgundy,CÙtes de Nuits Villages,Bourgogne_Franche_Comte,Chardonnay,Domaine de Bellene
99,France,"This wine is all about juicy blackberry and delicious ripe black plums. It is structured, with dry tannins in the background, but up front is fruity, bold and with a lightly smoky, perfumed aftertaste. It is almost ready to drink; just wait until late 2016.",PrieurÈ de CÈnac,90,25,Southwest France,Cahors,Occitanie,Malbec,Ch‚teau Saint-Didier-Parnac
100,France,"This blend of Bordeaux grapes with Syrah is rich and spicy. It is made to be drunk young, with touches of toast and a dense texture that brings out the perfumed character of Syrah balanced with Bordeaux structure. The wine is ready to drink, although it will be better from late 2016.",La Croix d'Argon,90,13,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,Red Blend,Domaine d'Arton
101,France,"From vines on the cooler left bank of the Serein river, this wine offers notes of toast, spice and ripe yellow fruits cut by tense, zingy lemon zest. It is textured, tense and full of minerality. Drink from 2017.",Vaillons Premier Cru,90,45,Burgundy,Chablis,Bourgogne_Franche_Comte,Chardonnay,Domaine GÈrard Duplessis
102,France,"This lightweight, fruity wine is very direct in its acidity and canteloupe flavors. Citrus cuts the richness, while a fine chalky texture comes from the soil of the region. It's a wine to drink soon, fresh and packed with crisp fruits.",,88,27,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Domaine GÈrard Fiou
103,France,"Totally herbaceous, it's full of green herb flavors and tight with citrus and gooseberry. A light touch balances the intensity, giving freshness to the wine that's ready to drink now.",Le Pierrier,88,35,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Domaine Thomas & Fils
104,France,"This wine has both fruitiness and delicious, bright acidity. A subtle use of wood creates a firm structure under the black currant fruit flavors, giving a solid base on which to develop. Drink from 2017.",,88,26,Bordeaux,CÙtes de Bourg,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Etienne de Tauriac
105,France,"Crisp with apples and citrus, it's also laced with a more mineral character. It's full in the mouth, very bright with acidity and grapefruit. Drink now.",CuvÈe Silice,88,25,Loire Valley,Pouilly-FumÈ,Bourgogne_Franche_Comte,Sauvignon Blanc,Francis Blanchet
106,France,This fragrant wine is full of fresh citrus and green apple flavors that are crisp and lively. A steely element comes through to give structure.,CuvÈe C.M.,88,28,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Jean-Max Roger
107,France,"An aromatic wine, it has a rounded texture, a spicy character and only light acidity. Very forward and fruity, it's going to be ready to drink by 2015.",,88,25,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau de Cruzeau
108,France,"The wine is rich, showing toast as well as apricot and peach flavors. It's full-blown, right up front with fruitiness and rounded texture. Drink now.",,88,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau Lafargue
109,France,"It balances a crisp texture against ripe fruitiness. Finely structured, it's very fresh with herbaceous fruits and lively acidity. Drink from 2015.",,88,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau le Sartre
110,France,"At this stage, the wine is closed, just hinting at its rich, fruity future. It has good acidity and a touch of bitter almonds, but the real fruitiness is still to come. Wait until 2015.",,88,18,Bordeaux,Bordeaux Blanc,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau Roc de Minvielle
111,France,"White currants and fresh apricots dominate this fruity, fragrant wine. Bright acidity is enveloped by the generous texture and touch of toast. This rich wine is ready to drink.",,88,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style White Blend,Clos Marsalette
112,France,"A cherry-fresh wine that's so full of fruit that its structure becomes secondary. A dry edge of tannin supports the fruit and acidity, making this wine so drinkable now.",,88,20,Loire Valley,Menetou-Salon,Centre_Val_de_Loire,Pinot Noir,Domaine de l'Hermitage
113,France,"This is pretty pale for a Tavel, with a coppery tinge to its pink color. Notes of lime zest, wet stone and modest cherry-berry notes finish on a bright citrus note.",,90,24,RhÙne Valley,Tavel,Auvergne_Rhone_Alpes,RosÈ,PrieurÈ de MontÈzargues
114,France,This pale rosÈ blend of Cabernet Sauvignon and Merlot is fruity with crisp strawberry fruits and acidity. It has a soft perfumed aftertaste that makes it immediately attractive. Drink now.,BÈlingard,85,9,Southwest France,Bergerac RosÈ,Nouvelle_Aquitaine,RosÈ,Ch‚teau BÈlingard
115,France,This is the second label from this Gaillac estate. It is a fine mix of red fruits and spice‚Äîall fruitiness and with a strong shot of acidity. The wine is made to be drunk young; enjoy this summer.,Les Petits ClÈment Merlot Duras,85,16,Southwest France,CÙtes du Tarn,Occitanie,Red Blend,Ch‚teau ClÈment Termes
116,France,"A blend of 30% Pinot Noir and 70% Gamay, this is a fruity wine with the softest tannins and red cherry flavor. Made to drink young, it's somewhat spoiled by a banana-like edge that comes from its vinification.",,85,18,Burgundy,Coteaux Bourguignons,Bourgogne_Franche_Comte,Pinot Noir-Gamay,Joseph Drouhin
117,France,"A light orange pink color sets the scene for a fruity wine that has raspberry flavors, soft acidity and an attractive, crisp aftertaste. Drink now.",Pigmentum Malbec,85,12,Southwest France,CÙtes du Lot,Occitanie,RosÈ,Georges Vigouroux
118,France,"Named after the series of vineyard terraces that rise steeply from the Lot river, this wine is soft and easily accessible. It does have the Malbec structure although this is comfortably balanced by the black fruit and acidity. The wine will be ready to drink from 2017.",Les Terrasses,85,14,Southwest France,Cahors,Occitanie,Malbec,Rigal
119,France,"Already a bit light in color and showing some rust at the rim, this medium-weight, silky-textured wine features aromas of sun-baked clay and cherries. There's not much depth or richness, but the tart fruit makes for an easy quaff. Drink now.",Bastide de Beauvert,85,11,RhÙne Valley,CÙtes du RhÙne,Auvergne_Rhone_Alpes,RhÙne-style Red Blend,Les Vignobles Foncalieu
120,France,"Seduction may be an odd word to use for a Malbec-based wine that is dark and drily tannic. It is structured and firm, with a dry core and black currant fruits. Drink this solid wine from 2017.",Ch‚teau de Rouffiac SÈduction,89,,Southwest France,Cahors,Occitanie,Malbec,Ch‚teau Bovila
121,France,"A hint of honey gives this wine richness while keeping every bit of freshness. It has tangy acidity, a mineral character and apricot and mango fruit flavors. Drink now, although the wine will be better from early 2016.",La Demoiselle de Laballe,89,14,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,Gros Manseng,Laudet
122,France,"This is a blend of Chardonnay, Sauvignon Blanc and Viognier (CSV). From estate vineyards in the Cahors region, it is a young wine, still developing its potentially aromatic character, fragrant acidity and rich pineapple and red apple flavors. Hold this wine and drink from late 2016.",CSV,89,20,Southwest France,CÙtes du Lot,Occitanie,White Blend,Clos Troteligotte
123,France,"Big, fresh and juicy, this is a bright and forward wine. Attractive smoky tannins are layered with fresh acidity and black currant flavors. The wine is already attractive, although there are enough tannins for it to age. Drink from 2017.",,87,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Gazin Rocquencourt
124,France,"This wine is all fruit, crisp and with plenty of herbaceousness. A smoother character comes from the SÈmillon in the blend that also gives richness. The wood aging shows only lightly, leaving fruitiness at the end.",,87,,Bordeaux,Graves,Nouvelle_Aquitaine,Bordeaux-style White Blend,Ch‚teau Haut Selve
125,France,"Produced from young vines, this is the third wine of Larrivet Haut-Brion. As such, it is very accessible with its ripe, red exuberant fruits. The tannins are in the background, giving the necessary structure to a wine that will age quickly. Drink from 2017.",Les Hauts de Larrivet Haut-Brion,87,35,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Larrivet Haut-Brion
126,France,"The dryness and tannins of this wine are on the outside. Inside it has plenty of juicy fruit, sweet acidity and black plum flavors. Put the two together and this ripe wine offers plenty of potential. Drink from 2019.",,87,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Luchey-Halde
127,France,"Hugely ripe Merlot is at the core of this rich wine. It is opulent, rounded and packed with dark plum-juice flavors. It verges on too much, too rich and too generous. What redeems it is the Bordeaux structure and final dry aftertaste.",Dame de Coeur,87,30,Bordeaux,Bordeaux SupÈrieur,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Peyfaures
128,France,"The 60% Cabernet in the blend gives a dark fruit character. At this young stage, the wood aging still dominates with its burnt toast and chocolate character. For the future, while the wine will be dry, it also has plenty of fresh fruit. Drink from 2018.",,87,,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Taffard de Blaignan
129,France,"Although light, this well-balanced wine has good depth. A dry core of tannins backs up the bright red berry and black currant fruits. Acidity and the tannins promise some aging, although the wine is drinkable now.",Mission St Vincent RÈserve,87,10,Bordeaux,Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Producta Vignobles
130,France,"Aromas of this wine show considerable wood. On the palate, the wood is very present, giving acidity as well as layers of toast and spice. Hints of yellow fruit show through, suggesting the possibility of a ripe, rich wine in the future. Drink from 2019.",Bastion Premier Cru,90,59,Burgundy,Beaune,Bourgogne_Franche_Comte,Chardonnay,Chanson PËre et Fils
131,France,"A soft, stony scent of pebble and the faintest melon signals a fresh, clean wine. The palate plays these aromas out softly but also with precision. That stoniness lingers on the dry, gentle finish and the lasting flavor of fresh apple peel",Rosenberg,90,24,Alsace,Alsace,Grand_Est,Sylvaner,Domaine BarmËs-Buecher
132,France,"With tannins and new-wood flavors, this rich wine is also structured. A smoky character from the wood is shot through by perfumed red fruits. The aftertaste shows more of the wood flavors that need to integrate. Drink from 2018.",Clos de Jeu,90,,Burgundy,Marsannay,Bourgogne_Franche_Comte,Pinot Noir,Domaine Collotte
133,France,"Subtle hints of ripe, winter-stored apple on the nose lead to an equally apple-dominated palate that shows soft pepper spice. A wonderful midpalate texture and baked-apple richness are countered by lemon freshness. This is very appetizing and cries out for soft cheeses.",L'Aplomb,90,20,Alsace,Alsace,Grand_Est,White Blend,Domaine RieflÈ-Landmann
134,France,White summer blossoms and ripe green pears make for a fresh scent. The palate lifts these notions with bright lemon acidity. All is buoyed by some residual carbon dioxide. Drink soon while this is at its aromatic height.,RÈserve,90,20,Alsace,Alsace,Grand_Est,Pinot Blanc,Domaine Weinbach
135,France,"Brilliantly fresh, this wine is tight with acidity and textured with zingy citrus. Layers of apple and toast are already integrated in this bright wine. It's tangy, lively and likely to be ready to drink from 2017. The wine comes from the highest vineyard in Chassagne.",En Pimont,90,45,Burgundy,Chassagne-Montrachet,Bourgogne_Franche_Comte,Chardonnay,Au Pied du Mont Chauve
136,France,"Produced from the rare Romorantin grape, this wine is honeyed as well as crisp and fragrantly fruity. The 50-year-old vines give extra concentration to this lightly wood-aged wine that is ripe while also light and poised. Drink now, although it would be better to keep it until 2017.",Vieilles Vignes,90,20,Loire Valley,Cour-Cheverny,Centre_Val_de_Loire,Romorantin,BenoÓt Daridan
137,France,"Part of the same family business as Philippe Girard's wines (BenoÓt is his brother), this is a ripe, pure and clean wine. Perfumed acidity and zesty flavors are integrated into the rich green fruit. Apples and green plums dominate this refreshing wine that will develop. Drink from 2017.",,90,,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,BenoÓt Girard
138,France,"Produced from two parcels in Aloxe Corton, this structured wine has red-plum fruitiness that is still masked by a dry tannic coating. It has concentration and good potential. Drink this textured, firm wine from 2018.",Les Brunettes et Planchots,90,80,Burgundy,Aloxe-Corton,Bourgogne_Franche_Comte,Pinot Noir,Ch‚teau de Santenay
139,France,"This wine is packed with ripe fruit, fresh acidity and crisply textured minerality. Finely wrought, it's structured and made to age, with a strong steely backbone to the otherwise fresh lemon and lime flavors. Drink from 2018.",,90,19,Loire Valley,Pouilly-FumÈ,Bourgogne_Franche_Comte,Sauvignon Blanc,Ch‚teau Favray
140,France,"This is pretty pale for a Tavel, with a coppery tinge to its pink color. Notes of lime zest, wet stone and modest cherry-berry notes finish on a bright citrus note.",,90,24,RhÙne Valley,Tavel,Auvergne_Rhone_Alpes,RosÈ,PrieurÈ de MontÈzargues
141,France,"Pure fruitiness with a deliciously tangy texture mark this wine. It has a rich, juicy character with light spice to highlight the green fruits and zesty bitter orange flavor. At the moment, the wine is all fruit and it needs to age to bring out the greater depth. Drink from 2017.",Vignoble d'E,92,30,Alsace,Alsace,Grand_Est,Riesling,Domaine Ostertag
142,France,"The wine is crisp, packed with grapefruit flavors and with a tight texture that suggests it could age. A tang and a steely acidity comes in behind the fruit and offers an austere aftertaste. Drink from 2017.",Schlossberg Grand Cru,92,24,Alsace,Alsace,Grand_Est,Riesling,Joseph Fritsch
143,France,"This is a wonderfully balanced wine, bursting with ripe spice as well as acidity. It's a rich wine, now showing maturity without losing its fruit. The depth of flavor, drilling right down to the mineral structure, is impressive. Drink now, although also wait until 2016.",JubilÈÈ,92,55,Alsace,Alsace,Grand_Est,Gew¸rztraminer,Hugel
144,France,"This is an impressively ripe and solidly fruity wine. Blending mainly Tannat with Cabernet Franc and Cabernet Sauvignon, it is certainly structured. But it is the brilliant black fruit that gives this wine its real character and density. It is impressive, and obviously made for the long haul. Drink from 2021.",Crouzeilles-CÙte Abeilles,93,65,Southwest France,Madiran,Nouvelle_Aquitaine,Tannat-Cabernet,Producteurs Plaimont
145,France,"Aged in wood, this wine is rich and spicy. Its fruit though is beautifully in balance, ripe with raspberry and red-currant fruits that are shot through with lemon acidity. This is a full-bodied wine, impressively structured and likely to age for a year or two. It is named after the 946 steps up the mountain behind the estate. Drink from late 2017.",CuvÈe 946,93,50,Provence,CÙtes de Provence Sainte-Victoire,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau Gassier
146,France,"This lightly wood-aged wine, from an estate that has only changed hands three times in 400 years, is crisp, tight and very young. It has fine potential for the future. There are elegant fruits, spice and intense acidity that needs to soften. Produced from selected high-altitude parcels, the wine is balanced between the tangy texture and mineral fruitiness. Drink from early 2018.",Jadis,93,34,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau Grand Boise
147,France,"The estate wine from this Cahors showpiece property, it shows the rich intensity that can be conjured from Malbec, packed with tannins but also with dark, ripe-berry fruit and great intensity. It is a wine with potential‚Äîwith a tannic structure that will see the wine starting to drink from 2020.",,93,50,Southwest France,Cahors,Occitanie,Malbec,Ch‚teau LagrÈzette
148,France,"Named after the year 2008, when Provence's La Londe became its own appellation, the wine is an impressive selection from specific parcels in the dry coastal slip between Toulon and Saint-Tropez. It is textured, full of ripe fruit, red berries and a squeeze of lemon juice. The wine is full bodied, rich and likely to age for a few more months. Drink from early 2018.",Grande CuvÈe No. 8,93,30,Provence,CÙtes de Provence La Londe,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau les Valentines
149,France,"The top cuvÈe from Roubine, this unusual blend of Tibouren and Clairette is intensely perfumed and ripe and with a fine stylish character. It is an impressive wine with yellow fruits as well as red currant and citrus. This food friendly wine should age a bit, so drink from late 2017.",Inspire,93,40,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RosÈ,Ch‚teau Roubine
150,France,"The wine comes from a parcel of land planted with both Merlot and Tannat. In its structure, this great wine has a strong connection to the Madirans that are the hallmark of this producer. With maturity, the wine has developed fine secondary flavors and undergrowth and dried-fruit flavors. The wine, named after a standing stone found in the area, is very ready to drink.",Ch‚teau BouscassÈ Menhir,93,25,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,Tannat-Merlot,Vignobles Brumont
151,France,"Made to celebrate their 30th vintage, the Cazottes have produced a ripe, full-bodied wine that is still smooth and rich. Raspberries and fresh acidity give fruitiness with a delicious juicy aftertaste. Drink this wine soon, from early 2016.",Le Monde on Parle,89,18,Southwest France,Gaillac,Occitanie,Duras,Domaine des Terrisses
152,France,"This is a blend of Chardonnay, Sauvignon Blanc and Viognier (CSV). From estate vineyards in the Cahors region, it is a young wine, still developing its potentially aromatic character, fragrant acidity and rich pineapple and red apple flavors. Hold this wine and drink from late 2016.",CSV,89,20,Southwest France,CÙtes du Lot,Occitanie,White Blend,Clos Troteligotte
153,France,"This is a soft wine whose herbal character is held in check by a smooth texture. It is bright and crisp, with plenty of citrus and gooseberry flavors as well as intense acidity. The wine is ready to drink.",La Galope,85,15,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,Sauvignon Blanc,Domaine de l'HerrÈ
154,France,This white wine is fruity and crisp with a deliciously refreshing herbal edge. Lemon and pink grapefruit are cut by some zingy acidity and finished with a bright aftertaste. Drink now.,,85,9,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,White Blend,Domaine du Touja
155,France,"This is a plump, broad southern RhÙne white, offering subtle notes of melon, pear and wet stones. Drink it before the end of 2017 while it still retains some freshness.",HÈritages,85,16,RhÙne Valley,CÙtes du RhÙne,Auvergne_Rhone_Alpes,RhÙne-style White Blend,Ogier
156,France,This wine's blend symbolizes the Tarn's halfway position between the Atlantic and the Mediterranean. So it is has the perfumed Syrah and the more structured local Braucol to give a bright fruity wine with some touches of tannin as well as red-berry fruits. Drink now.,Les Petits ClÈment Syrah Braucol,85,16,Southwest France,CÙtes du Tarn,Occitanie,RosÈ,Ch‚teau ClÈment Termes
157,France,A dry wine with a soft texture that suggests a small amount of residual sugar. It is a fruity wine with apricot and ripe pear flavors and a smooth aftertaste that still leaves plenty of room for acidity. Drink now.,La Fleur Lily Semi-Dry,85,12,Southwest France,CÙtes de Bergerac,Nouvelle_Aquitaine,Bordeaux-style White Blend,Domaine de Grange Neuve
158,France,"Produced in the west of Gascony, with a strong oceanic influence, this Chardonnay is cool, fruity and with bright acidity. It does have a creamy texture that fills out the fruitiness. It is an attractive, ripe wine that is ready to drink.",La Galope,85,15,Southwest France,CÙtes de Gascogne,Nouvelle_Aquitaine,Chardonnay,Domaine de l'HerrÈ
159,France,This gentle blend of AligotÈ and Chardonnay shows yellow fruit flavors. It has a crisp edge to its round smoothness. Drink now.,,85,12,Burgundy,Coteaux Bourguignons,Bourgogne_Franche_Comte,White Blend,Pierre Gruber
160,France,"This solidly structured wine shows the firm tannins and mineral structure typical of wines from CÙte du Py. It has dense black cherry fruits along with sacidity that cuts through the structure. It could age another year, but is worth drinking now.",CÙte du Py,91,24,Beaujolais,Morgon,Bourgogne_Franche_Comte,Gamay,Trenel Fils
161,France,"A very ripe wine with a velvet texture, cut with acidity and wood aging flavors. There is fine concentration, with delicious, juicy Merlot giving a ripe feel. It presents a fresh aftertaste, with the black currant fruit giving a lift to the more tannic structure. Drink from 2017.",,91,,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Quinault L'Enclos
162,France,"A perfumed wine, it has structured black fruits and a solid texture. It is rich, showing complexity through its tannins along with acidity and fruitiness. Still surprisingly young to taste, it should not be drunk until 2015.",RÈserve Louis Leyre-Loup,91,,Beaujolais,Morgon,Bourgogne_Franche_Comte,Gamay,Domaine de Leyre-Loup
163,France,"This rich wine offers spice and black plum fruit flavors in equal measure. It's certainly ripe, but a fresher character adds lift. Tannins are already well-integrated into this velvet-textured wine. Drink from 2017.",,88,15,Bordeaux,CÙtes de Bourg,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Peugeais
164,France,"The ripe and fruity style typical of Vacheron wines is evident here. Citrus flavors are given a rich fillip by yellow fruits and a rounded, full texture. Touches of minerality and youthful acidity are already well integrated into the body of the wine. Drink in 2015.",,88,37,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Domaine Vacheron
165,France,"This is a fresh, lemony wine, crisp and steely. A richer element rounds out the tight texture and acidity. Lively and fruity, it will be ready to drink in 2015.",Eclat de FraÓcheur,88,,Loire Valley,Sancerre,Centre_Val_de_Loire,Sauvignon Blanc,Roger et Didier Raimbault
166,France,"Ripe Cabernet gives this wine a great start in life. Juicy black currant is underpinned by the wood aging and tannins, giving a wine that is fruity while still structured. Drink from 2017.",,87,20,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Chantemerle
167,France,"While the wine has plenty of the tannins typical of 2011 at this stage, it also has ripe fruit, full of blackberry and currant flavors. The balance is already there, giving a potentially rich, juicy and generous wine. Drink from 2017.",,87,,Bordeaux,MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau de Bensse
168,France,"Powerful and structured, this has dense tannins that will always be an important part of the wine. The juicy, fresh fruit gives a perfumed character to the wine and brings out acidity as well as the dry texture. It needs to age, so drink from 2018.",,87,35,Bordeaux,Moulis-en-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Lalaudey
169,France,"This firm and dry wine is also full of acidity. A juicy start is then given a firm jolt by the tannins, but the complex structure allows plenty of room for the bright fruits. Drink from 2018.",,87,,Bordeaux,Pessac-LÈognan,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau MancËdre
170,France,"Fresh and juicy, this full-bodied while structured wine comes from the heart of the Entre-deux-Mers region, which gives the fruitiness and blackberry fruit flavors. It will develop quickly and can be drunk from 2016.",,87,20,Bordeaux,Bordeaux SupÈrieur,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Peyfaures
171,France,"This concentrated, structured wine has an earthy quality, typical of some Listracs, along with a more juicy, fruity character that's boosted by acidity. Balanced, it will age over the medium-term. Drink from 2017.",,87,27,Bordeaux,Listrac-MÈdoc,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Vieux Moulin
172,France,"Full of yellow fruits, ripe apples and soft acidity, this is a rich wine with hints of spice and also attractive, perfumed acidity. It has a tangy, zesty character that is attractive and refreshing. Drink from 2017.",,90,,Burgundy,Marsannay,Bourgogne_Franche_Comte,Chardonnay,Domaine Collotte
173,France,"With some firm structure behind the red fruits, this wine will have a good future. A dry core sustained by the acidity is waiting to burst out and give a ripe, fruity while always fresh wine. Drink from 2018.",Clos du Roy Premier Cru,90,56,Burgundy,Mercurey,Bourgogne_Franche_Comte,Pinot Noir,Domaine Faiveley
174,France,"With intense acidity, this wine has both good structure and red currant and raspberry fruits. It is bright, fresh and almost crisp in character. In the background, the tannins show the dense texture of the wine. It will need to age, so don't drink before 2019.",Champ Salomon,90,,Burgundy,Marsannay,Bourgogne_Franche_Comte,Pinot Noir,Domaine RenÈ Bouvier
175,France,"With a little airing, this wakes up to reveal dark red cherries held in a taut and firm body that nonetheless has a generous core. There is some gentle grip and frank, firm acidity. It's a very honest wine without any baroque frills‚Äîbut bags of forthright appeal.",Les Terres Rouges,90,35,Alsace,Alsace,Grand_Est,Pinot Noir,Boeckel
176,France,"This is a tight, fruity wine with high levels of acidity. That is certainly typical of the vintage and brings out very young red currant and berry fruit flavors. Even though the tannins are light, the wine is definitely one to age, so should not be drunk before 2020.",Les Teurons Premier Cru,90,70,Burgundy,Beaune,Bourgogne_Franche_Comte,Pinot Noir,Nicolas Potel
177,France,"Very subtle hints of ripe, red apple hover above the glass. They become more apparent and richer on the slightly spiced palate that also shows hints of pepper and saffron. There is concentration on the palate and ample definition and structure provided by clean, brisk freshness.",,90,15,Alsace,Alsace,Grand_Est,Pinot Blanc,Jean-Marc Bernhard
178,France,"Lovely notes of Reineclaude plums play on the nose. The palate is soft but also has echoes of pebble and stone. Fluid and fresh, the wine even shows overtones of white blossom on the palate. It's a lovely, lasting and authentic expression of Alsace.",H Vieilles Vignes,90,45,Alsace,Alsace,Grand_Est,Pinot Auxerrois,Josmeyer
179,France,"A certain faint spiciness hovers over everything, recalling honeysuckle. The textured palate is fresh and equally pepper-spiced. This has freshness and verve, a certain ease and tons of lemony crispness. If you wanted to hold a party to welcome summer, this would be the perfect wine.",Mise du Printemps,90,21,Alsace,Alsace,Grand_Est,Pinot Blanc,Josmeyer
180,France,"A ripe and rich wine, this is full of jammy red fruits. The structure is well integrated into the fruits, giving a smooth, ripe wine that's developing attractively. With a juicy, fresh aftertaste, it is ready to drink, although it will be better from 2017.",,90,35,Loire Valley,Sancerre,Centre_Val_de_Loire,Pinot Noir,Roger et Didier Raimbault
181,France,"There is a toasty aroma in this wine that comes from a premier cru next door to Chassagne-Montrachet. This toastiness continues into a spicy, toasty note. A good sense of fruitiness gives the wine a ripe and rich character that will allow it to mature well. Drink from 2017.",Pitangerets Premier Cru,90,43,Burgundy,Saint-Aubin,Bourgogne_Franche_Comte,Chardonnay,Au Pied du Mont Chauve
182,France,This premium cuvÈe from EugÈnie is packed both with superripe fruit and layers of wood aging flavors. The fruit of this impressive wine is still pushing through the dark tannins that give a dry dusty edge to the wine. It is powerful and rich and should age. Drink from 2020.,Haute Collection,93,40,Southwest France,Cahors,Occitanie,Malbec,Ch‚teau EugÈnie
183,France,"Vines up to 50-years-old are the basis of this rich and tannic wine. While it does have some age, it still has a way to go. Big bold tannins show strongly along with ripe black-plum skins. The wood aging has given this wine a smooth elegant edge that contrasts with the still young fruitiness. Drink from 2021.",Vieilles Vignes,93,20,Southwest France,Madiran,Nouvelle_Aquitaine,Tannat-Cabernet,Ch‚teau Peyros
184,France,"Dominated by the local MourvËdre grapes, this is a ripe and complex wine. Its acidity is integrated with rich yellow fruits, spice and perfume. The wine is floral, poised and very stylish. Drink from late 2017.",Ch‚teau Romassan,93,52,Provence,Bandol,Provence_Alpes_Cotes_d_Azur,RosÈ,Domaines Ott
185,France,"Situated in the center of the premier crus of Puligny, Champgains produces an elegant, textured wine. This bottling, with the warmth of 2013 behind it, is fragrant with white fruits and has a soft aftertaste. It needs to age to bring it out its more complex character, so wait until 2018.",Les Champgains Premier Cru,90,141,Burgundy,Puligny-Montrachet,Bourgogne_Franche_Comte,Chardonnay,Jean-Luc and Paul Aegerter
186,France,"With its appealing toast and fruit aromas, this is a rich wine. It does keep plenty of steely texture while allowing the yellow fruits, ripe pear and toast to shine. In style it hovers halfway between the ripe, buttery Meursault of the past and the crisper style of today, a fine compromise and ready to drink now.",,90,74,Burgundy,Meursault,Bourgogne_Franche_Comte,Chardonnay,Jean-Luc and Paul Aegerter
